# object name: Structure
0.000000 -1.047198 0.000000
0.261799 -1.047198 0.000000
0.523599 -1.047198 0.000000
0.785398 -1.047198 0.000000
1.047198 -1.047198 0.000000
1.308997 -1.047198 0.000000
1.570796 -1.047198 0.000000
1.832596 -1.047198 0.000000
2.094395 -1.047198 0.000000
2.356194 -1.047198 0.000000
2.617994 -1.047198 0.000000
2.879793 -1.047198 0.000000
3.141593 -1.047198 0.000000

-3.141593 -0.785398 0.000000
-2.879793 -0.785398 0.000000
-2.617994 -0.785398 0.000000
-2.356194 -0.785398 0.000000
-2.094395 -0.785398 0.000000
-1.832596 -0.785398 0.000000
-1.570796 -0.785398 0.000000
-1.308997 -0.785398 0.000000
-1.047198 -0.785398 0.000000
-0.785398 -0.785398 0.000000
-0.523599 -0.785398 0.000000
-0.261799 -0.785398 0.000000
0.000000 -0.785398 0.000000
0.261799 -0.785398 0.000000
0.523599 -0.785398 0.000000
0.785398 -0.785398 0.000000
1.047198 -0.785398 0.000000
1.308997 -0.785398 0.000000
1.570796 -0.785398 0.000000
1.832596 -0.785398 0.000000
2.094395 -0.785398 0.000000
2.356194 -0.785398 0.000000
2.617994 -0.785398 0.000000
2.879793 -0.785398 0.000000
3.141593 -0.785398 0.000000

-3.141593 -0.523599 0.000000
-2.879793 -0.523599 0.000000
-2.617994 -0.523599 0.000000
-2.356194 -0.523599 0.000000
-2.094395 -0.523599 0.000000
-1.832596 -0.523599 0.000000
-1.570796 -0.523599 0.000000
-1.308997 -0.523599 0.000000
-1.047198 -0.523599 0.000000
-0.785398 -0.523599 0.000000
-0.523599 -0.523599 0.000000
-0.261799 -0.523599 0.000000
0.000000 -0.523599 0.000000
0.261799 -0.523599 0.000000
0.523599 -0.523599 0.000000
0.785398 -0.523599 0.000000
1.047198 -0.523599 0.000000
1.308997 -0.523599 0.000000
1.570796 -0.523599 0.000000
1.832596 -0.523599 0.000000
2.094395 -0.523599 0.000000
2.356194 -0.523599 0.000000
2.617994 -0.523599 0.000000
2.879793 -0.523599 0.000000
3.141593 -0.523599 0.000000

-3.141593 -0.261799 0.000000
-2.879793 -0.261799 0.000000
-2.617994 -0.261799 0.000000
-2.356194 -0.261799 0.000000
-2.094395 -0.261799 0.000000
-1.832596 -0.261799 0.000000
-1.570796 -0.261799 0.000000
-1.308997 -0.261799 0.000000
-1.047198 -0.261799 0.000000
-0.785398 -0.261799 0.000000
-0.523599 -0.261799 0.000000
-0.261799 -0.261799 0.000000
0.000000 -0.261799 0.000000
0.261799 -0.261799 0.000000
0.523599 -0.261799 0.000000
0.785398 -0.261799 0.000000
1.047198 -0.261799 0.000000
1.308997 -0.261799 0.000000
1.570796 -0.261799 0.000000
1.832596 -0.261799 0.000000
2.094395 -0.261799 0.000000
2.356194 -0.261799 0.000000
2.617994 -0.261799 0.000000
2.879793 -0.261799 0.000000
3.141593 -0.261799 0.000000

-3.141593 0.000000 0.000000
-2.879793 0.000000 0.000000
-2.617994 0.000000 0.000000
-2.356194 0.000000 0.000000
-2.094395 0.000000 0.000000
-1.832596 0.000000 0.000000
-1.570796 0.000000 0.000000
-1.308997 0.000000 0.000000
-1.047198 0.000000 0.000000
-0.785398 0.000000 0.000000
-0.523599 0.000000 0.000000
-0.261799 0.000000 0.000000
0.000000 0.000000 0.000000
0.261799 0.000000 0.000000
0.523599 0.000000 0.000000
0.785398 0.000000 0.000000
1.047198 0.000000 0.000000
1.308997 0.000000 0.000000
1.570796 0.000000 0.000000
1.832596 0.000000 0.000000
2.094395 0.000000 0.000000
2.356194 0.000000 0.000000
2.617994 0.000000 0.000000
2.879793 0.000000 0.000000
3.141593 0.000000 0.000000

-3.141593 0.261799 0.000000
-2.879793 0.261799 0.000000
-2.617994 0.261799 0.000000
-2.356194 0.261799 0.000000
-2.094395 0.261799 0.000000
-1.832596 0.261799 0.000000
-1.570796 0.261799 0.000000
-1.308997 0.261799 0.000000
-1.047198 0.261799 0.000000
-0.785398 0.261799 0.000000
-0.523599 0.261799 0.000000
-0.261799 0.261799 0.000000
0.000000 0.261799 0.000000
0.261799 0.261799 0.000000
0.523599 0.261799 0.000000
0.785398 0.261799 0.000000
1.047198 0.261799 0.000000
1.308997 0.261799 0.000000
1.570796 0.261799 0.000000
1.832596 0.261799 0.000000
2.094395 0.261799 0.000000
2.356194 0.261799 0.000000
2.617994 0.261799 0.000000
2.879793 0.261799 0.000000
3.141593 0.261799 0.000000

-3.141593 0.523599 0.000000
-2.879793 0.523599 0.000000
-2.617994 0.523599 0.000000
-2.356194 0.523599 0.000000
-2.094395 0.523599 0.000000
-1.832596 0.523599 0.000000
-1.570796 0.523599 0.000000
-1.308997 0.523599 0.000000
-1.047198 0.523599 0.000000
-0.785398 0.523599 0.000000
-0.523599 0.523599 0.000000
-0.261799 0.523599 0.000000
0.000000 0.523599 0.000000
0.261799 0.523599 0.000000
0.523599 0.523599 0.000000
0.785398 0.523599 0.000000
1.047198 0.523599 0.000000
1.308997 0.523599 0.000000
1.570796 0.523599 0.000000
1.832596 0.523599 0.000000
2.094395 0.523599 0.000000
2.356194 0.523599 0.000000
2.617994 0.523599 0.000000
2.879793 0.523599 0.000000
3.141593 0.523599 0.000000

-3.141593 0.785398 0.000000
-2.879793 0.785398 0.000000
-2.617994 0.785398 0.000000
-2.356194 0.785398 0.000000
-2.094395 0.785398 0.000000
-1.832596 0.785398 0.000000
-1.570796 0.785398 0.000000
-1.308997 0.785398 0.000000
-1.047198 0.785398 0.000000
-0.785398 0.785398 0.000000
-0.523599 0.785398 0.000000
-0.261799 0.785398 0.000000
0.000000 0.785398 0.000000
0.261799 0.785398 0.000000
0.523599 0.785398 0.000000
0.785398 0.785398 0.000000
1.047198 0.785398 0.000000
1.308997 0.785398 0.000000
1.570796 0.785398 0.000000
1.832596 0.785398 0.000000
2.094395 0.785398 0.000000
2.356194 0.785398 0.000000
2.617994 0.785398 0.000000
2.879793 0.785398 0.000000
3.141593 0.785398 0.000000

-3.141593 1.047198 0.000000
-2.879793 1.047198 0.000000
-2.617994 1.047198 0.000000
-2.356194 1.047198 0.000000
-2.094395 1.047198 0.000000
-1.832596 1.047198 0.000000
-1.570796 1.047198 0.000000
-1.308997 1.047198 0.000000
-1.047198 1.047198 0.000000
-0.785398 1.047198 0.000000
-0.523599 1.047198 0.000000
-0.261799 1.047198 0.000000
0.000000 1.047198 0.000000
0.261799 1.047198 0.000000
0.523599 1.047198 0.000000
0.785398 1.047198 0.000000
1.047198 1.047198 0.000000
1.308997 1.047198 0.000000
1.570796 1.047198 0.000000
1.832596 1.047198 0.000000
2.094395 1.047198 0.000000
2.356194 1.047198 0.000000
2.617994 1.047198 0.000000
2.879793 1.047198 0.000000
3.141593 1.047198 0.000000

-3.141593 1.308997 0.000000
-2.879793 1.308997 0.000000
-2.617994 1.308997 0.000000
-2.356194 1.308997 0.000000
-2.094395 1.308997 0.000000
-1.832596 1.308997 0.000000
-1.570796 1.308997 0.000000
-1.308997 1.308997 0.000000
-1.047198 1.308997 0.000000
-0.785398 1.308997 0.000000
-0.523599 1.308997 0.000000
-0.261799 1.308997 0.000000
0.000000 1.308997 0.000000
0.261799 1.308997 0.000000
0.523599 1.308997 0.000000
0.785398 1.308997 0.000000
1.047198 1.308997 0.000000
1.308997 1.308997 0.000000
1.570796 1.308997 0.000000
1.832596 1.308997 0.000000
2.094395 1.308997 0.000000
2.356194 1.308997 0.000000
2.617994 1.308997 0.000000
2.879793 1.308997 0.000000
3.141593 1.308997 0.000000

-3.141593 1.570796 0.000000
-2.879793 1.570796 0.000000
-2.617994 1.570796 0.000000
-2.356194 1.570796 0.000000
-2.094395 1.570796 0.000000
-1.832596 1.570796 0.000000
-1.570796 1.570796 0.000000
-1.308997 1.570796 0.000000
-1.047198 1.570796 0.000000
-0.785398 1.570796 0.000000
-0.523599 1.570796 0.000000
-0.261799 1.570796 0.000000
0.000000 1.570796 0.000000
0.261799 1.570796 0.000000
0.523599 1.570796 0.000000
0.785398 1.570796 0.000000
1.047198 1.570796 0.000000
1.308997 1.570796 0.000000
1.570796 1.570796 0.000000
1.832596 1.570796 0.000000
2.094395 1.570796 0.000000
2.356194 1.570796 0.000000
2.617994 1.570796 0.000000
2.879793 1.570796 0.000000
3.141593 1.570796 0.000000

